ParentKey	LineNum	UoMType	UoMEntry	DefaultBarcode	DefaultPackage	Length1	Length1Unit	Length2	Length2Unit	Width1	Width1Unit	Width2	Width2Unit	Height1	Height1Unit	Height2	Height2Unit	Volume	VolumeUnit	Weight1	Weight1Unit	Weight2	Weight2Unit
ItemCode	LineNum	UomType	UomEntry	BcdEntDft	PkgCodeDft	Length1	Len1Unit	Length2	Len2Unit	Width1	Wdth1Unit	Width2	Wdth2Unit	Height1	Hght1Unit	Height2	Hght2Unit	Volume	VolUnit	Weight1	Wght1Unit	Weight2	Wght2Unit
