ParentKey	LineNum	LineNumber	EffectiveFrom	Rate	U_B1SYS_Account	U_B1SYS_FixedAmount	U_B1SYS_Currency
AbsEntry	LineNum	LineNumber	EffectiveFrom	Rate	U_B1SYS_Account	U_B1SYS_FixedAmount	U_B1SYS_Currency
