ParentKey	LineNum	RowNum	VatGroupCode	AmountToDraw	AmountToDrawFC	AmountToDrawSC	GrossAmountToDraw	GrossAmountToDrawFC	GrossAmountToDrawSC
DocNum	LineNum	DocEntry	LineSeq	BaseAbs	VatGroup	VatPrcnt	LineTotal	TotalFrgn	TotalSumSy
