ParentKey	LineNum	DocEntry	SumApplied	AppliedFC	AppliedSys	DocRate	DocLine	InvoiceType	DiscountPercent	PaidSum	InstallmentId	DistributionRule	DistributionRule2	DistributionRule3	DistributionRule4	DistributionRule5	TotalDiscount	TotalDiscountFC
DocNum	LineNum	DocEntry	SumApplied	AppliedFC	AppliedSys	DocRate	DocLine	InvType	Dcount	PaidSum	InstId	OcrCode	OcrCode2	OcrCode3	OcrCode4	OcrCode5	DcntSum	DcntSumFC
