CenterCode	CenterName	GroupCode	InWhichDimension	CostCenterType	EffectiveFrom	EffectiveTo	Active
CenterCode	CenterName	GroupCode	InWhichDimension	CostCenterType	EffectiveFrom	EffectiveTo	Active
