ParentKey	LineNum	POICodeRef	POICode	Certificate	WTaxType	PeriodIndicator	WhtAbsId	Series	Number	IssueDate	SumVATAmount	SumDocTotal	SumBaseAmount	SumAccumAmount	SumPercAmount
DocNum	LineNum	PTICodeRef	PTICode	RefNumber	WtaxType	PIndicator	WtAbsEntry	CerSeries	Number	DueDate	SumVatAmnt	SumDocTot	SumBaseAmn	SumAccumAm	SumPercpAm
