ParentKey	LineNum	ItemCode	Quantity	Warehouse	Price	Currency	IssueMethod	Comment	ParentItem	PriceList	DistributionRule	Project	DistributionRule2	DistributionRule3	DistributionRule4	DistributionRule5	WipAccount	ItemType	LineText	AdditionalQuantity	StageId
TreeCode	LineNum	Code	Quantity	Warehouse	Price	Currency	IssueMthd	Comment	Father	PriceList	OcrCode	Project	OcrCode2	OcrCode3	OcrCode4	OcrCode5	WipActCode	Type	LineText	AddQuantit	StageId
