TreeCode	TreeType	Quantity	DistributionRule	Project	DistributionRule2	DistributionRule3	DistributionRule4	DistributionRule5	PriceList	Warehouse	PlanAvgProdSize	HideBOMComponentsInPrintout	ProductDescription
Code	TreeType	Qauntity	OcrCode	Project	OcrCode2	OcrCode3	OcrCode4	OcrCode5	PriceList	ToWH	PlAvgSize	HideComp	Name
