ParentKey	LineNum	TrackingNote	TrackingNoteLine	CCDNumber	Quantity	CountryOfOrigin	SubLineNumber	DocumentEntry	BaseLineNumber	ChildNumber
DocumentEntry	LineNum	TrackingNote	TrackingNoteLine	CCDNumber	Quantity	CountryOfOrigin	SubLineNumber	DocumentEntry	BaseLineNumber	ChildNumber
