ParentKey	LineNum	WarehouseCode	Entry	CycleCode	Alert	DestinationUser	NextCountingDate	Time	ExcludeItemsWithZeroQuantity	ChangeExistingItems
WarehouseCode	LineNum	WarehouseCode	Entry	CycleCode	Alert	DestinationUser	NextCountingDate	Time	ExcludeItemsWithZeroQuantity	ChangeExistingItems
