Code	Type	UseTaxAccount	AOrRTaxAccount	Rate	AOrPTaxAccount	NonDeductiblePrecent	NonDeductibleAccount	Name	DeferredTaxAccount	MinTaxableAmount	MaxTaxableAmount	FlatTaxAmount
Code	Type	UseTax	SalesTax	Rate	PurchTax	NonDdctPrc	NonDdctAct	Name	deferrAcct	MinAmount	MaxAmount	FlatAmount
