DocEntry	DocNum	Series	PostingDate	DocumentDate	Status	Remarks	Reference	DocumentRate	DocumentTotal	AssetValueDate	DocumentType	SummerizeByProjects	SummerizeByDistributionRules	ManualDepreciationType	HandWritten	CancellationDate	DepreciationArea	BPLId	Origin	LowValueAssetRetirement	CancellationOption	OriginalType	BaseReference	BPLName	VATRegNum
DocEntry	DocNum	Series	PostingDate	DocumentDate	Status	Remarks	Reference	DocumentRate	DocumentTotal	AssetValueDate	DocumentType	SummerizeByProjects	SummerizeByDistributionRules	ManualDepreciationType	HandWritten	CancellationDate	DepreciationArea	BPLId	Origin	LowValueAssetRetirement	CancellationOption	OriginalType	BaseReference	BPLName	VATRegNum
