ParentKey	LineNum	DocEntry	LineNumber	AssetNumber	GLAccount	Quantity	TotalLC	DepreciationArea	Remarks	NewAssetNumber	Partial	APC	NewAssetClass
DocEntry	LineNum	DocEntry	LineNumber	AssetNumber	GLAccount	Quantity	TotalLC	DepreciationArea	Remarks	NewAssetNumber	Partial	APC	NewAssetClass
