ParentKey	LineNum	ItemCode	ItemDescription	Quantity	ShipDate	Price	PriceAfterVAT	Currency	Rate	DiscountPercent	VendorNum	SerialNum	WarehouseCode	SalesPersonCode	CommisionPercent	TreeType	AccountCode	UseBaseUnits	SupplierCatNum	CostingCode	ProjectCode	BarCode	VatGroup	Height1	Hight1Unit	Height2	Height2Unit	Lengh1	Lengh1Unit	Lengh2	Lengh2Unit	Weight1	Weight1Unit	Weight2	Weight2Unit	Factor1	Factor2	Factor3	Factor4	BaseType	BaseEntry	BaseLine	Volume	VolumeUnit	Width1	Width1Unit	Width2	Width2Unit	Address	TaxCode	TaxType	TaxLiable	BackOrder	FreeText	ShippingMethod	CorrectionInvoiceItem	CorrInvAmountToStock	CorrInvAmountToDiffAcct	WTLiable	DeferredTax	MeasureUnit	UnitsOfMeasurment	LineTotal	TaxPercentagePerRow	TaxTotal	ConsumerSalesForecast	ExciseAmount	CountryOrg	SWW	TransactionType	DistributeExpense	ShipToCode	RowTotalFC	CFOPCode	CSTCode	Usage	TaxOnly	UnitPrice	LineStatus	PackageQuantity	LineType	COGSCostingCode	COGSAccountCode	ChangeAssemlyBoMWarehouse	GrossBuyPrice	GrossBase	GrossProfitTotalBasePrice	CostingCode2	CostingCode3	CostingCode4	CostingCode5	ItemDetails	LocationCode	ActualDeliveryDate	ExLineNo	RequiredDate	RequiredQuantity	COGSCostingCode2	COGSCostingCode3	COGSCostingCode4	COGSCostingCode5	CSTforIPI	CSTforPIS	CSTforCOFINS	CreditOriginCode	WithoutInventoryMovement	AgreementNo	AgreementRowNumber	ShipToDescription	ActualBaseEntry	ActualBaseLine	DocEntry	Surpluses	DefectAndBreakup	Shortages	ConsiderQuantity	PartialRetirement	RetirementQuantity	RetirementAPC	ThirdParty	LineVendor	UoMEntry	InventoryQuantity	ParentLineNum	Incoterms	TransportMode	ChangeInventoryQuantityIndependently	FreeOfChargeBP
DocNum	LineNum	ItemCode	Dscription	Quantity	ShipDate	Price	PriceAfVAT	Currency	Rate	DiscPrcnt	VendorNum	SerialNum	WhsCode	SlpCode	Commission	TreeType	AcctCode	UseBaseUn	SubCatNum	OcrCode	Project	CodeBars	VatGroup	Height1	Hght1Unit	Height2	Hght2Unit	Length1	Len1Unit	length2	Len2Unit	Weight1	Wght1Unit	Weight2	Wght2Unit	Factor1	Factor2	Factor3	Factor4	BaseType	BaseEntry	BaseLine	Volume	VolUnit	Width1	Wdth1Unit	Width2	Wdth2Unit	Address	TaxCode	TaxType	TaxStatus	BackOrdr	FreeTxt	TrnsCode	CEECFlag	ToStock	ToDiff	WtLiable	DeferrTax	unitMsr	NumPerMsr	LineTotal	VatPrcnt	VatSum	ConsumeFCT	ExciseAmt	CountryOrg	SWW	TranType	DistribExp	ShipToCode	TotalFrgn	CFOPCode	CSTCode	Usage	TaxOnly	PriceBefDi	LineStatus	PackQty	LineType	CogsOcrCod	CogsAcct	ChgAsmBoMW	GrossBuyPr	GrossBase	GPTtlBasPr	OcrCode2	OcrCode3	OcrCode4	OcrCode5	Text	LocCode	ActDelDate	ExLineNo	PQTReqDate	PQTReqQty	CogsOcrCo2	CogsOcrCo3	CogsOcrCo4	CogsOcrCo5	CSTfIPI	CSTfPIS	CSTfCOFINS	CredOrigin	NoInvtryMv	AgrNo	AgrLnNum	ShipToDesc	ActBaseEnt	ActBaseLn	DocEntry	Surpluses	DefBreak	Shortages	NeedQty	PartRetire	RetireQty	RetireAPC	ThirdParty	LineVendor	UomEntry	InvQty	PrntLnNum	Incoterms	TransMod	InvQtyOnly	FreeChrgBP
