ParentKey	LineNum	Code	DueDate	Debit	Credit	SystemDebit	SystemCredit	ForeignDebit	ForeignCredit	ForeignCurrency
OpenBalanceAccount	LineNum	Code	DueDate	Debit	Credit	SystemDebit	SystemCredit	ForeignDebit	ForeignCredit	ForeignCurrency
