ParentKey	LineNum	ManufacturerSerialNum	InternalSerialNum	ItemCode	ItemName	ItemGroup	StartDate	EndDate	TerminationDate
ContractID	LineNum	ManufSN	InternalSN	ItemCode	ItemName	ItemGroup	StartDate	EndDate	TermDate
