ContractID	CustomerCode	CustomerName	ContactCode	Owner	Status	ContractTemplate	ContractType	Renewal	ReminderTime	RemindUnit	StartDate	EndDate	ResolutionTime	ResolutionUnit	Description	MondayEnabled	TuesdayEnabled	WednesdayEnabled	ThursdayEnabled	FridayEnabled	SaturdayEnabled	SundayEnabled	MondayStart	MondayEnd	TuesdayStart	TuesdayEnd	WednesdayStart	WednesdayEnd	ThursdayStart	ThursdayEnd	FridayStart	FridayEnd	SaturdayStart	SaturdayEnd	SundayStart	SundayEnd	IncludeParts	IncludeLabor	IncludeTravel	Remarks	IncludeHolidays	ServiceType	TerminationDate	ResponseTime	ResponseUnit	AttachmentEntry
ContractID	CstmrCode	CstmrName	CntctCode	Owner	Status	CntrcTmplt	CntrcType	Renewal	RemindVal	RemindUnit	StartDate	EndDate	ResponsVal	ResponsUnt	Descriptio	MonEnabled	TueEnabled	WedEnabled	ThuEnabled	FriEnabled	SatEnabled	SunEnabled	MonStart	MonEnd	TueStart	TueEnd	WedStart	WedEnd	ThuStart	ThuEnd	FriStart	FriEnd	SatStart	SatEnd	SunStrart	SunEnd	InclParts	InclWork	InclTravel	Remarks2	InclHldays	SrvcType	TermDate	ResponseV	ResponseU	AtcEntry
