ParentKey	LineNum	TrackingNoteNumber	ItemCCDNumber	ItemCode	Quantity	CountryOfOrigin	CustomsGroupCode	AccumulatedAPQuantity	AccumulatedARQuantity	AccumulatedRelocatedQuantity
TrackingNoteNumber	LineNum	TrackingNoteNumber	ItemCCDNumber	ItemCode	Quantity	CountryOfOrigin	CustomsGroupCode	AccumulatedAPQuantity	AccumulatedARQuantity	AccumulatedRelocatedQuantity
