CheckKey	CheckNumber	BankCode	Branch	CheckDate	AccountNumber	Details	JournalEntryReference	PaymentDate	Transferable	VendorCode	CardOrAccount	TotalinWords	Signature	CustomerAccountCode	Address	CreateJournalEntry	DeductionRefundAmount	CountryCode	AddressName	ManualCheck
CheckKey	CheckNum	BankNum	Branch	CheckDate	AcctNum	Details	TransRef	PmntDate	Trnsfrable	VendorCode	CardOrAcct	TotalWords	Signature	CheckAcct	Address	CreateJdt	SumRfndCln	CountryCod	AddrName	ManualChk
