DocumentEntry	PostingDate	DocumentDate	DocumentNumber	Series	Reference2	Remarks	BranchID	PriceSource	PriceList	JournalRemark	DocObjectCodeEx	PeriodIndicator	FinancialPeriod
DocumentEntry	PostingDate	DocumentDate	DocumentNumber	Series	Reference2	Remarks	BranchID	PriceSource	PriceList	JournalRemark	DocObjectCodeEx	PeriodIndicator	FinancialPeriod
