Numerator	ParentAccPercent	ParentAccountKey	TotalAnnualBudgetDebitSys	TotalAnnualBudgetDebitLoc	TotalAnnualBudgetCreditSys	TotalAnnualBudgetCreditLoc	DivisionCode	AccountCode	BudgetScenario
SCNCounter	FthrPrcnt	FatherCode	DebSTotal	DebLTotal	CredSTotal	CredLTotal	BgdCode	AcctCode	Instance
